,Guest_country,Room_info,Nights_stayed,Date of stay,Travel_type,Review,Grade,Title,Positive,Facilities,Predicted
7123,France,Standard Room,1,October 2018,Solo traveler, Possibility to walk to airport for very early morning flight. Wonderfully comfortable and calm. Excellent breakfast at 5.30 a.m.,10.0,Far too brief but very relaxing all the same!,1,comfort,0
7124,France,Standard Room,1,October 2018,Solo traveler, Possibility to walk to airport for very early morning flight. Wonderfully comfortable and calm. Excellent breakfast at 5.30 a.m.,10.0,Far too brief but very relaxing all the same!,1,noisiness,0
7125,France,Standard Room,1,October 2018,Solo traveler, Possibility to walk to airport for very early morning flight. Wonderfully comfortable and calm. Excellent breakfast at 5.30 a.m.,10.0,Far too brief but very relaxing all the same!,1,food/drink,0
7126,United Kingdom,Standard Room,1,October 2018,Couple, Proximity to airport,10.0,"Recommended by a friend, comfy bed, easy access to airport",1,location,1
7127,Australia,Standard Room,1,October 2018,Family, Comfort and quiet room,9.2,Wonderful,1,comfort,0
7128,Australia,Standard Room,1,October 2018,Family, Comfort and quiet room,9.2,Wonderful,1,noisiness,0
7129,Australia,Standard Room,1,October 2018,Family," Fast and efficient check in.  Food in restaurant good value. Restaurant and Bar staff very good.
Easy access to all Termk. Als at Manchester Airpor.
Special mention to the bellmen. Very helpful",10.0,Excellent,1,food/drink,1
7130,Australia,Standard Room,1,October 2018,Family," Fast and efficient check in.  Food in restaurant good value. Restaurant and Bar staff very good.
Easy access to all Termk. Als at Manchester Airpor.
Special mention to the bellmen. Very helpful",10.0,Excellent,1,restaurant,1
7131,Australia,Standard Room,1,October 2018,Family," Fast and efficient check in.  Food in restaurant good value. Restaurant and Bar staff very good.
Easy access to all Termk. Als at Manchester Airpor.
Special mention to the bellmen. Very helpful",10.0,Excellent,1,price,1
7132,Australia,Standard Room,1,October 2018,Family," Fast and efficient check in.  Food in restaurant good value. Restaurant and Bar staff very good.
Easy access to all Termk. Als at Manchester Airpor.
Special mention to the bellmen. Very helpful",10.0,Excellent,1,staff,1
7133,United Kingdom,Superior Room with Runway View,1,September 2018,Couple," The room was fabulous, very clean and tidy with plenty of space. Love being that close to the airport, very convenient to have a good night's sleep then be able to walk to check-in.",9.6,Exceptional,1,dirty,1
7134,United Kingdom,Superior Room with Runway View,1,September 2018,Couple," The room was fabulous, very clean and tidy with plenty of space. Love being that close to the airport, very convenient to have a good night's sleep then be able to walk to check-in.",9.6,Exceptional,1,location,1
7135,United Kingdom,Superior Room with Runway View,1,September 2018,Couple," The room was fabulous, very clean and tidy with plenty of space. Love being that close to the airport, very convenient to have a good night's sleep then be able to walk to check-in.",9.6,Exceptional,1,bed,1
7136,United Kingdom,Standard Room,1,October 2018,Group, Fabulous comfy bed and large rooms.,9.6,Quality stopver when off to the airport.,1,comfort,1
7137,United Kingdom,Standard Room,1,October 2018,Group, Fabulous comfy bed and large rooms.,9.6,Quality stopver when off to the airport.,1,bed,1
7138,United Kingdom,Superior Room with Runway View,1,October 2018,Couple, It was close to airport - simply walked across the bridge.,9.6,Convenient for airport,1,location,1
7139,United Kingdom,Standard Room,1,October 2018,Solo traveler," Bed was huge and super comfy.
very clean large room",10.0,"ideally located for airport terminals, friendly staff, lovely room.  Would stay again",1,bed,1
7140,United Kingdom,Standard Room,1,October 2018,Solo traveler," Bed was huge and super comfy.
very clean large room",10.0,"ideally located for airport terminals, friendly staff, lovely room.  Would stay again",1,comfort,1
7141,United Kingdom,Standard Room,1,October 2018,Solo traveler," Bed was huge and super comfy.
very clean large room",10.0,"ideally located for airport terminals, friendly staff, lovely room.  Would stay again",1,dirty,1
7142,Ireland,Standard Room,1,October 2018,Couple, Location and modern,7.9,Good,1,location,1
7143,Ireland,Standard Room,1,October 2018,Couple, Location and modern,7.9,Good,1,comfort,1
7144,Philippines,Standard Room,1,October 2018,Couple, Comfortable room very quiet and good food thanks regards Brian Leadbetter,10.0,Exceptional,1,comfort,1
7145,Philippines,Standard Room,1,October 2018,Couple, Comfortable room very quiet and good food thanks regards Brian Leadbetter,10.0,Exceptional,1,noisiness,1
7146,Philippines,Standard Room,1,October 2018,Couple, Comfortable room very quiet and good food thanks regards Brian Leadbetter,10.0,Exceptional,1,food/drink,1
7147,United Kingdom,Standard Room,1,October 2018,Couple, Location for airport,7.5,Good,1,location,1
7148,United Kingdom,Standard Room,1,October 2018,Couple, Very comfortabke bed and excellent breakfast with a great location . Which is why we always book Radisson Blue even though it cost more than othet Airport Hotels.,9.6,A great way to start or end ypur Holiday.,1,bed,1
7149,United Kingdom,Standard Room,1,October 2018,Couple, Very comfortabke bed and excellent breakfast with a great location . Which is why we always book Radisson Blue even though it cost more than othet Airport Hotels.,9.6,A great way to start or end ypur Holiday.,1,food/drink,1
7150,United Kingdom,Standard Room,1,October 2018,Couple, Very comfortabke bed and excellent breakfast with a great location . Which is why we always book Radisson Blue even though it cost more than othet Airport Hotels.,9.6,A great way to start or end ypur Holiday.,1,location,1
7151,United Kingdom,Standard Room,1,October 2018,Couple, Conveince for Terminal 1.,8.8,Convenient and comfortable beds.,1,location,1
7152,United Kingdom,Standard Room,1,September 2018,Couple, Rather pricey at the bar but everything else very good,10.0,Pre holiday stay,1,price,1
7153,United Kingdom,Standard Room,1,September 2018,Couple, Rather pricey at the bar but everything else very good,10.0,Pre holiday stay,1,restaurant,1
7154,Australia,Superior Room with Runway View,1,October 2018,Couple, Great comfortable bed,9.2,Excellent location for access to terminals.  Makes the morning stress free.,1,comfort,1
7155,Australia,Superior Room with Runway View,1,October 2018,Couple, Great comfortable bed,9.2,Excellent location for access to terminals.  Makes the morning stress free.,1,bed,1
7156,United Kingdom,Superior Room with Runway View,1,October 2018,Couple, Location.,9.6,Exceptional,1,location,1
7157,United Kingdom,Superior Room with Runway View,1,October 2018,Couple, Brilliant location for the airport . Hotel and staff were excellent . Beds very comfortable and very quiet in the room - could not hear a sound . Great place to stay,10.0,Just perfect in all respects,1,location,1
7158,United Kingdom,Superior Room with Runway View,1,October 2018,Couple, Brilliant location for the airport . Hotel and staff were excellent . Beds very comfortable and very quiet in the room - could not hear a sound . Great place to stay,10.0,Just perfect in all respects,1,staff,1
7159,United Kingdom,Superior Room with Runway View,1,October 2018,Couple, Brilliant location for the airport . Hotel and staff were excellent . Beds very comfortable and very quiet in the room - could not hear a sound . Great place to stay,10.0,Just perfect in all respects,1,bed,1
7160,United Kingdom,Superior Room with Runway View,1,October 2018,Couple, Brilliant location for the airport . Hotel and staff were excellent . Beds very comfortable and very quiet in the room - could not hear a sound . Great place to stay,10.0,Just perfect in all respects,1,comfort,1
7161,United Kingdom,Superior Room with Runway View,1,October 2018,Couple, Brilliant location for the airport . Hotel and staff were excellent . Beds very comfortable and very quiet in the room - could not hear a sound . Great place to stay,10.0,Just perfect in all respects,1,noisiness,1
7162,United Kingdom,Premium Room with Runway View,1,September 2018,Couple," Great breakfast, friendly staff and super room. Happy guests!",10.0,Exceptional,1,food/drink,1
7163,United Kingdom,Premium Room with Runway View,1,September 2018,Couple," Great breakfast, friendly staff and super room. Happy guests!",10.0,Exceptional,1,staff,1
7164,United Kingdom,Standard Room,1,September 2018,Family," Comfortable, very clean and quiet room. Food very good, polite effitient staff, excellent start to our holiday.",10.0,A great way to start a holiday.,1,comfort,1
7165,United Kingdom,Standard Room,1,September 2018,Family," Comfortable, very clean and quiet room. Food very good, polite effitient staff, excellent start to our holiday.",10.0,A great way to start a holiday.,1,dirty,1
7166,United Kingdom,Standard Room,1,September 2018,Family," Comfortable, very clean and quiet room. Food very good, polite effitient staff, excellent start to our holiday.",10.0,A great way to start a holiday.,1,noisiness,1
7167,United Kingdom,Standard Room,1,September 2018,Family," Comfortable, very clean and quiet room. Food very good, polite effitient staff, excellent start to our holiday.",10.0,A great way to start a holiday.,1,food/drink,1
7168,United Kingdom,Standard Room,1,September 2018,Family," Comfortable, very clean and quiet room. Food very good, polite effitient staff, excellent start to our holiday.",10.0,A great way to start a holiday.,1,staff,1
7169,United Kingdom,Standard Room,1,October 2018,Couple," Convenient, comfortable, pleasant staff.",10.0,Exceptional,1,comfort,1
7170,United Kingdom,Standard Room,1,October 2018,Couple," Convenient, comfortable, pleasant staff.",10.0,Exceptional,1,noisiness,1
7171,United Kingdom,Standard Room,1,October 2018,Couple," Convenient, comfortable, pleasant staff.",10.0,Exceptional,1,staff,1
7172,United Kingdom,Standard Room,1,September 2018,Solo traveler, The evening meal was gorgeous,10.0,Exceptional,1,food/drink,0
7173,United Kingdom,Standard Room,1,October 2018,Couple," Staff were excellent, they listened to me and took the time to engage with my wife and I. This includes the receptionist and our waiter at our evening meal.",9.6,The hotel cannot be beaten on location or the staff for an overnight stay before a flight next day,1,staff,0
7174,United Kingdom,Standard Room,1,October 2018,Couple," Staff were excellent, they listened to me and took the time to engage with my wife and I. This includes the receptionist and our waiter at our evening meal.",9.6,The hotel cannot be beaten on location or the staff for an overnight stay before a flight next day,1,food/drink,0
7175,United Kingdom,Standard Room,1,September 2018,Couple, Very nice modern hotel at the airport with an excellent walkway leading directly to either terminal.  No aircraft noise even in the rooms overlooking the runway.  Great to use for an early departure.  Joined the rewards club as I plan to use Radisson in the future.,9.6,"Tried it, liked it, will book again",1,comfort,1
7176,United Kingdom,Standard Room,1,September 2018,Couple, Very nice modern hotel at the airport with an excellent walkway leading directly to either terminal.  No aircraft noise even in the rooms overlooking the runway.  Great to use for an early departure.  Joined the rewards club as I plan to use Radisson in the future.,9.6,"Tried it, liked it, will book again",1,location,1
7177,United Kingdom,Standard Room,1,September 2018,Couple, Very nice modern hotel at the airport with an excellent walkway leading directly to either terminal.  No aircraft noise even in the rooms overlooking the runway.  Great to use for an early departure.  Joined the rewards club as I plan to use Radisson in the future.,9.6,"Tried it, liked it, will book again",1,noisiness,1
7178,United Kingdom,Standard Room,1,October 2018,Couple," Hotel and amenities - perfect, right at the airport with just a short walk to the terminal",10.0,Overall near perfect,1,location,1
7179,United Kingdom,Standard Room,1,October 2018,Group, Being in the terminal,7.5,Will come again,1,location,1
7180,United Kingdom,Standard Room,1,September 2018,Couple, The convenience of traveling from close by without any rush.,9.6,Perfect start to the holidays.,1,comfort,1
7181,United Kingdom,Standard Room,1,October 2018,Couple," As above.
We have stayed in an airport hotel before, this was the best by far for location and value for money. Loved the idea of free tea and coffee for early risers.",10.0,Manchester to Tenerife.,1,location,1
7182,United Kingdom,Standard Room,1,October 2018,Couple," As above.
We have stayed in an airport hotel before, this was the best by far for location and value for money. Loved the idea of free tea and coffee for early risers.",10.0,Manchester to Tenerife.,1,price,1
7183,United Kingdom,Standard Room,1,October 2018,Couple," As above.
We have stayed in an airport hotel before, this was the best by far for location and value for money. Loved the idea of free tea and coffee for early risers.",10.0,Manchester to Tenerife.,1,food/drink,1
7184,United Kingdom,Standard Room,1,September 2018,Group, I really liked the location of this hotel,7.9,Great way to start my holiday,1,location,1
7185,Australia,Superior Room with Runway View,1,September 2018,Family, the room was good all round & the staff very obliging,9.2,Excellent over night stay,1,staff,1
7186,Australia,Standard Room,1,October 2018,Couple, Comfortable and functional room.,7.5,Practical and comfortable hotel close to the airport.,1,comfort,0
7187,United Kingdom,Superior Room with Runway View,1,September 2018,Couple, Room was very well presented and comfortable,10.0,Pre early flight from Manchester. Great location,1,comfort,1
7188,United Kingdom,Superior Room with Runway View,1,September 2018,Couple," Perfect hotel for that early start for a flight, always very comfortable room and great staff.",8.8,Excellent,1,comfort,1
7189,United Kingdom,Superior Room with Runway View,1,September 2018,Couple," Perfect hotel for that early start for a flight, always very comfortable room and great staff.",8.8,Excellent,1,staff,1
7190,United Kingdom,Superior Room with Runway View,1,October 2018,Solo traveler," Very pleased with hotel, fine start to holiday. You're staff are a credit to you. Will always book when away. Thank you.",9.6,Exceptional,1,staff,1
7191,United Kingdom,Superior Room with Runway View,1,September 2018,Couple," Proximity to airport terminals, view from the room, restaurant/bar.",8.8,Excellent,1,location,1
7192,United Kingdom,Superior Room with Runway View,1,September 2018,Couple," Proximity to airport terminals, view from the room, restaurant/bar.",8.8,Excellent,1,restaurant,1
7193,United Kingdom,Standard Room,1,September 2018,Couple," We had an executive room, which was very comfortable.  Nice roomy bathroom with walk-in shower.  An easy walk from the airport terminals via a covered walk-way, so no messing with buses etc.",10.0,Excellent option for the airport,1,comfort,1
7194,United Kingdom,Standard Room,1,September 2018,Couple," We had an executive room, which was very comfortable.  Nice roomy bathroom with walk-in shower.  An easy walk from the airport terminals via a covered walk-way, so no messing with buses etc.",10.0,Excellent option for the airport,1,bathroom,1
7195,United Kingdom,Standard Room,1,September 2018,Couple," We had an executive room, which was very comfortable.  Nice roomy bathroom with walk-in shower.  An easy walk from the airport terminals via a covered walk-way, so no messing with buses etc.",10.0,Excellent option for the airport,1,location,1
7196,New Zealand,Superior Room with Runway View,1,October 2018,Couple, Perfect position to easily get to Terminals and to catch a train without setting foot outside.,10.0,Exceptional,1,location,1
7197,Australia,Standard Room,1,October 2018,Couple, Great pool,9.0,Wonderful,1,fitness,1
7198,South Africa,Superior Room with Runway View,2,September 2018,Couple, Great location for the airport.  Enjoyed view of runway.,7.5,Having to pay for drinking water was daylight robbery.,1,location,1
7199,United Kingdom,Standard Room,1,September 2018,Couple, This hotel is very convenient if flying next day early morning.  It is overpriced  Probably trying to make money back after alterations.,9.6,Exceptional,1,price,1
7200,United Kingdom,Executive Room with Runway View and Lounge Access,1,September 2018,Couple, Enjoyed the executive lounge and the runway view.,9.2,Great place to stay for your next day flight.,1,location,1
7201,United Kingdom,Standard Room,1,October 2018,Couple, The hotel is ideally placed for flying out of or into Manchester airport,9.6,Exceptional,1,location,0
7202,United Kingdom,Superior Room with Runway View,1,September 2018,Couple, Room was lovely really enjoyed my stay however do think it was slightly overpriced but don't regret the stay.  Our breakfast was cold but due to having a long journey ahead we ate it we complained and our money was refunded.  The staff in the restaurant were lovely though just ashame about the brekky the location and restaurant and view was spot on.,9.2,Lovely relaxing stay before long haul flight,1,price,1
7203,United Kingdom,Superior Room with Runway View,1,September 2018,Couple, Room was lovely really enjoyed my stay however do think it was slightly overpriced but don't regret the stay.  Our breakfast was cold but due to having a long journey ahead we ate it we complained and our money was refunded.  The staff in the restaurant were lovely though just ashame about the brekky the location and restaurant and view was spot on.,9.2,Lovely relaxing stay before long haul flight,1,food/drink,1
7204,United Kingdom,Superior Room with Runway View,1,September 2018,Couple, Room was lovely really enjoyed my stay however do think it was slightly overpriced but don't regret the stay.  Our breakfast was cold but due to having a long journey ahead we ate it we complained and our money was refunded.  The staff in the restaurant were lovely though just ashame about the brekky the location and restaurant and view was spot on.,9.2,Lovely relaxing stay before long haul flight,1,staff,1
7205,United Kingdom,Superior Room with Runway View,1,September 2018,Couple, Room was lovely really enjoyed my stay however do think it was slightly overpriced but don't regret the stay.  Our breakfast was cold but due to having a long journey ahead we ate it we complained and our money was refunded.  The staff in the restaurant were lovely though just ashame about the brekky the location and restaurant and view was spot on.,9.2,Lovely relaxing stay before long haul flight,1,restaurant,1
7206,United Kingdom,Superior Room with Runway View,1,September 2018,Couple, Room was lovely really enjoyed my stay however do think it was slightly overpriced but don't regret the stay.  Our breakfast was cold but due to having a long journey ahead we ate it we complained and our money was refunded.  The staff in the restaurant were lovely though just ashame about the brekky the location and restaurant and view was spot on.,9.2,Lovely relaxing stay before long haul flight,1,location,1
7207,United Kingdom,Standard Room,1,October 2018,Family, Was able to accommodate vegan in restaurant.,9.6,Exceptional,1,restaurant,1
7208,Australia,Standard Room,1,October 2018,Couple, Location. Just a short walk on the skyway to flights or car hire shuttles.,8.8,"Prime location, but you pay for it.",1,location,1
7209,Australia,Standard Room,1,October 2018,Couple, Location. Just a short walk on the skyway to flights or car hire shuttles.,8.8,"Prime location, but you pay for it.",1,parking,1
7210,United Kingdom,Standard Room,1,September 2018,Couple," Rooms were very clean and modern. Soundproofing was great. Bed was really comfy, overall a goodnight’s sleep",8.3,Great overnight stay,1,dirty,1
7211,United Kingdom,Standard Room,1,September 2018,Couple," Rooms were very clean and modern. Soundproofing was great. Bed was really comfy, overall a goodnight’s sleep",8.3,Great overnight stay,1,comfort,1
7212,United Kingdom,Standard Room,1,September 2018,Couple," Rooms were very clean and modern. Soundproofing was great. Bed was really comfy, overall a goodnight’s sleep",8.3,Great overnight stay,1,bed,1
7213,United Kingdom,Suite with Runway View,1,September 2018,Couple, Junior suite was superb...and complimentary Bottle of prosecco on ice was a great touch.,9.2,Short but simply superb,1,price,0
7214,United Kingdom,Suite with Runway View,1,September 2018,Couple, Junior suite was superb...and complimentary Bottle of prosecco on ice was a great touch.,9.2,Short but simply superb,1,food/drink,0
7215,United States of America,Premium Room,1,September 2018,Couple, Location. Inside the airport and very easy access.,9.6,Exceptional,1,location,1
7216,United Kingdom,Superior Room with Runway View,1,October 2018,Couple," We were flying out from T2 Manchester. This hotel is in the perfect location for the airport. You don’t even have to go outside to get to the there as the hotel leads straight onto the skylink, the covered walkway leading straight to the terminal. The skylink even has moving walkways if you’d rather not walk the whole way.",9.2,Wonderful,1,location,0
7217,United Kingdom,Standard Room,1,October 2018,Couple, Great location for airport,9.5,Exceptional,1,location,1
7218,United Kingdom,Standard Room,1,September 2018,Couple," close to airport, staff very good. rooms was good.facilateis were good",10.0,Exceptional,1,location,1
7219,United Kingdom,Standard Room,1,September 2018,Couple," close to airport, staff very good. rooms was good.facilateis were good",10.0,Exceptional,1,staff,1
7220,United Kingdom,Premium Room,1,September 2018,Couple, Not having to leave airport for access to hotel when arriving late on a very wet night.  Closeness to railway station.,7.5,Convenient overnight,1,location,1
7221,Croatia,Standard Room,1,September 2018,Family, Location and quality of the facilities and room,10.0,Exceptional,1,location,0
7222,Australia,Standard Room,3,October 2018,Solo traveler, Excellent stay. From staff to amenities. Thoughly enjoyable experience 😊,10.0,Exceptional,1,staff,1
7223,United Kingdom,Superior Room with Runway View,1,October 2018,Family, Location!,7.5,Good,1,location,1
7224,France,Superior Room with Runway View,2,September 2018,Family," Very much appreciated the 8th floor upgrade.  
Huge bed, very comfortable, spotlessly clean.
The breakfast buffet was fabulous and gluten free bread was no issue upon request.  
We stayed two nights due to a flying visit to Manchester with a late arriving flight and an early morning departure.  It was the perfect location, without the hassle for a shuttle bus or taxi.  I would stay here every time.",9.2,My choice every time.,1,bed,0
7225,France,Superior Room with Runway View,2,September 2018,Family," Very much appreciated the 8th floor upgrade.  
Huge bed, very comfortable, spotlessly clean.
The breakfast buffet was fabulous and gluten free bread was no issue upon request.  
We stayed two nights due to a flying visit to Manchester with a late arriving flight and an early morning departure.  It was the perfect location, without the hassle for a shuttle bus or taxi.  I would stay here every time.",9.2,My choice every time.,1,comfort,0
7226,France,Superior Room with Runway View,2,September 2018,Family," Very much appreciated the 8th floor upgrade.  
Huge bed, very comfortable, spotlessly clean.
The breakfast buffet was fabulous and gluten free bread was no issue upon request.  
We stayed two nights due to a flying visit to Manchester with a late arriving flight and an early morning departure.  It was the perfect location, without the hassle for a shuttle bus or taxi.  I would stay here every time.",9.2,My choice every time.,1,dirty,0
7227,France,Superior Room with Runway View,2,September 2018,Family," Very much appreciated the 8th floor upgrade.  
Huge bed, very comfortable, spotlessly clean.
The breakfast buffet was fabulous and gluten free bread was no issue upon request.  
We stayed two nights due to a flying visit to Manchester with a late arriving flight and an early morning departure.  It was the perfect location, without the hassle for a shuttle bus or taxi.  I would stay here every time.",9.2,My choice every time.,1,food/drink,0
7228,France,Superior Room with Runway View,2,September 2018,Family," Very much appreciated the 8th floor upgrade.  
Huge bed, very comfortable, spotlessly clean.
The breakfast buffet was fabulous and gluten free bread was no issue upon request.  
We stayed two nights due to a flying visit to Manchester with a late arriving flight and an early morning departure.  It was the perfect location, without the hassle for a shuttle bus or taxi.  I would stay here every time.",9.2,My choice every time.,1,location,0
7229,United Kingdom,Standard Room,1,September 2018,Couple," Pleasant staff, super comfortable bed, easy covered walk to all terminals!",9.2,Pre holiday stay.,1,noisiness,1
7230,United Kingdom,Standard Room,1,September 2018,Couple," Pleasant staff, super comfortable bed, easy covered walk to all terminals!",9.2,Pre holiday stay.,1,staff,1
7231,United Kingdom,Standard Room,1,September 2018,Couple," Pleasant staff, super comfortable bed, easy covered walk to all terminals!",9.2,Pre holiday stay.,1,comfort,1
7232,United Kingdom,Standard Room,1,September 2018,Couple," Pleasant staff, super comfortable bed, easy covered walk to all terminals!",9.2,Pre holiday stay.,1,bed,1
7233,United Kingdom,Standard Room,1,September 2018,Couple," Pleasant staff, super comfortable bed, easy covered walk to all terminals!",9.2,Pre holiday stay.,1,location,1
7234,United Kingdom,Premium Room,1,September 2018,Solo traveler," great location of the hotel next to the airport had a morning flight the next day
booked a executive room with access to the executive lounge with drinks and snacks provided, had great views overlooking the runways and planes, very relaxing before catching my flight",8.8,Excellent,1,location,1
7235,United Kingdom,Premium Room,1,September 2018,Solo traveler," great location of the hotel next to the airport had a morning flight the next day
booked a executive room with access to the executive lounge with drinks and snacks provided, had great views overlooking the runways and planes, very relaxing before catching my flight",8.8,Excellent,1,food/drink,1
7236,Australia,Standard Room,1,October 2018,Couple, Great location. Nice space in the room.,8.3,Very Good,1,location,1
7237,United Kingdom,Superior Room with Runway View,1,September 2018,Group," Very nice hotel.
Food was lovely however the wait time was rediculous. We recieved our food before we even recieved our drinks.",9.6,"Great stay, would definatley stay again.",1,food/drink,0
7238,United Kingdom,Standard Room,1,September 2018,Couple," Convenient for airport, arriving on a midnight flight - was a fabulous place to go for this purpose.",9.6,Good stay - thanks!,1,location,1
7239,Ireland,Standard Room,2,September 2018,Couple," Room was so clean and comfortable,",9.6,Exceptional,1,dirty,1
7240,Ireland,Standard Room,2,September 2018,Couple," Room was so clean and comfortable,",9.6,Exceptional,1,comfort,1
7241,United Kingdom,Standard Room,1,September 2018,Couple," Menu at restaurant changed drasticly from previous visits, more like a buger bar now. Paid a lot of money for standard room but no complimentary water.",7.9,Disappointing,1,restaurant,0
7242,United Kingdom,Standard Room,1,September 2018,Couple," Menu at restaurant changed drasticly from previous visits, more like a buger bar now. Paid a lot of money for standard room but no complimentary water.",7.9,Disappointing,1,price,0
7243,United Kingdom,Standard Room,1,September 2018,Couple," Menu at restaurant changed drasticly from previous visits, more like a buger bar now. Paid a lot of money for standard room but no complimentary water.",7.9,Disappointing,1,bathroom,0
7244,United Kingdom,Standard Room,1,September 2018,Couple," Menu at restaurant changed drasticly from previous visits, more like a buger bar now. Paid a lot of money for standard room but no complimentary water.",7.9,Disappointing,1,dirty,0
7245,United Kingdom,Executive Room with Lounge Access,1,September 2018,Couple, The location is perfect for staying the night before an early flight. We stayed in an executive room with lounge access and enjoyed watching the planes come and go the evening before our flight.,9.2,Ideal location for airport,1,location,1
7246,United Kingdom,Standard Room,1,September 2018,Group," The Hotel was excellent, fantastic location, straight off the Train and right to the Hotel, will definitely stay again
Brilliant",10.0,The whole experience was fabulous,1,location,1
7247,United Kingdom,Standard Room,1,September 2018,Solo traveler," Have stayed here several times, amazing location for access to the airport.
extra large bed, and great sized rooms, Excellent shoer in the bathroom.",9.6,Exceptional,1,location,0
7248,United Kingdom,Standard Room,1,September 2018,Solo traveler," Have stayed here several times, amazing location for access to the airport.
extra large bed, and great sized rooms, Excellent shoer in the bathroom.",9.6,Exceptional,1,bed,0
7249,United Kingdom,Standard Room,1,September 2018,Solo traveler," Have stayed here several times, amazing location for access to the airport.
extra large bed, and great sized rooms, Excellent shoer in the bathroom.",9.6,Exceptional,1,bathroom,0
7250,United Kingdom,Superior Room with Runway View,1,September 2018,Couple, Bed very comfortable great view from large window in room,9.6,Convenient and very comfortable,1,bed,1
7251,United Kingdom,Superior Room with Runway View,1,September 2018,Couple, Bed very comfortable great view from large window in room,9.6,Convenient and very comfortable,1,comfort,1
7252,United Kingdom,Superior Room with Runway View,1,September 2018,Couple, Bed very comfortable great view from large window in room,9.6,Convenient and very comfortable,1,location,1
7253,United Kingdom,Superior Room with Runway View,1,September 2018,Couple," Bed lovely and comfy, room spotless. The staff were all friendly and very helpful.",10.0,Ideal overnight stay. No noise from airport. Room clean and bed comfy. Customer service excellent.,1,bed,1
7254,United Kingdom,Superior Room with Runway View,1,September 2018,Couple," Bed lovely and comfy, room spotless. The staff were all friendly and very helpful.",10.0,Ideal overnight stay. No noise from airport. Room clean and bed comfy. Customer service excellent.,1,comfort,1
7255,United Kingdom,Superior Room with Runway View,1,September 2018,Couple," Bed lovely and comfy, room spotless. The staff were all friendly and very helpful.",10.0,Ideal overnight stay. No noise from airport. Room clean and bed comfy. Customer service excellent.,1,staff,1
7256,United Kingdom,Superior Room with Runway View,1,September 2018,Couple, I liked the view.You can see everything from there.I liked the location too.We could go to the terminals very easily,10.0,great hotel with excellent view,1,location,1
7257,United Kingdom,Standard Room,1,September 2018,Couple, i use the raddison hotel every year for my stay over for my flight to florida the next day very good staff always very helpfull nothing a trouble.,8.8,as i say i use the raddison all the time very convenient for manchester airport,1,staff,1
7258,United Kingdom,Superior Room with Runway View,1,September 2018,Couple, Everything.  Beautiful hotel and staff,9.6,Pre holiday stay,1,staff,1
7259,Australia,Standard Room,1,September 2018,Couple, Proximity to the airport,9.2,Perfect place to stay for an early departure from Manchester,1,location,1
7260,United Kingdom,Standard Room,1,September 2018,Couple," Bed was very comfortable, hotel is so convenient for overnight before a flight. Check in and out were very quick.",10.0,Exceptional,1,bed,1
7261,United Kingdom,Standard Room,1,September 2018,Couple," Bed was very comfortable, hotel is so convenient for overnight before a flight. Check in and out were very quick.",10.0,Exceptional,1,comfort,1
7262,United Kingdom,Executive Room with Lounge Access,1,September 2018,Solo traveler, Fantastic location being at the airport terminal,9.2,"Fabulous location, clean room, comfortable bed for a good night's sleep",1,location,0
7263,United Kingdom,Superior Room with Runway View,1,September 2018,Couple, Very comfortable bed. Good quality bread available at breakfast,8.8,excellent spot before or after a flight,1,comfort,1
7264,United Kingdom,Superior Room with Runway View,1,September 2018,Couple, Very comfortable bed. Good quality bread available at breakfast,8.8,excellent spot before or after a flight,1,bed,1
7265,United Kingdom,Superior Room with Runway View,1,September 2018,Couple, Very comfortable bed. Good quality bread available at breakfast,8.8,excellent spot before or after a flight,1,food/drink,1
7266,United States of America,Standard Room,1,September 2018,Couple," It you have a morning flight from Manchester airport the Radisson Blu is the perfect location as it's attached by walkways to terminals, avoiding having to struggle with luggage on shuttle bus's. We arrived at 1PM with a check in time of 3Pm but desk person checked and found a room available and not an issue with checking us in at that time.",10.0,The Radisson as stated is a great location. The traffic into the airport in a morning can be crazy,1,location,0
7267,United Kingdom,Standard Room,1,September 2018,Family, Loved the breakfast the choice was excellent. All of the staff were really polite.,10.0,Exceptional,1,food/drink,1
7268,United Kingdom,Standard Room,1,September 2018,Family, Loved the breakfast the choice was excellent. All of the staff were really polite.,10.0,Exceptional,1,staff,1
7269,United Kingdom,Standard Room,1,September 2018,Couple," Great location. And staff were super helpful. Paul in the bar even gave us an excellent, complementary Aperol Spritz as it was our honeymoon!",10.0,Perfect location,1,location,0
7270,United Kingdom,Standard Room,1,September 2018,Couple," Great location. And staff were super helpful. Paul in the bar even gave us an excellent, complementary Aperol Spritz as it was our honeymoon!",10.0,Perfect location,1,staff,0
7271,United Kingdom,Standard Room,1,September 2018,Couple," Great location. And staff were super helpful. Paul in the bar even gave us an excellent, complementary Aperol Spritz as it was our honeymoon!",10.0,Perfect location,1,restaurant,0
7272,United Kingdom,Standard Room,1,September 2018,Couple," The location was just what we wanted, close to the terminal and the train station
Very clean and no noise from aircraft either in the room or the open areas
The extra touch like the pull out washing line in the bathroom, we didn't need it but thought it was a nice extra",9.2,Overall would recommend this hotel and if flying from terminal 2 it's a no brainer.,1,location,0
